Title,Author,Year Published,Average GoodReads Rating,Number of Pages
There's Always This Year: On Basketball and Ascension,Hanif Abdurraqib,2024,4.26,334
Another Word for Love: A Memoir,Carvell Wallace,2024,4.25,272
"Black Women Will Save the World: An Anthem – A White House Reporter's Chronicle Featuring Kamala Harris, Maxine Waters, and Valerie Jarrett",April Ryan,2022,4.17,195
My Grandmother's Hands: Racialized Trauma and the Mending of Our Bodies and Hearts,Resmaa Menakem,2017,4.38,300
"Speak: Find Your Voice, Trust Your Gut, and Get from Where You Are to Where You Want to Be",Tunde Oyeneyin,2022,4.3,240
The Devil You Know: A Black Power Manifesto,Charles M. Blow,2021,4.3,256
The World Record Book of Racist Stories,Amber Ruffin,2022,4.39,217
Nothing Is Missing: A Memoir of Living Boldly,Nicole Walters,2023,4.05,320
"Poverty, by America",Matthew Desmond,2023,4.27,284
The Dead Are Arising: The Life of Malcolm X,Les Payne,2020,4.34,612
Stamped from the Beginning: The Definitive History of Racist Ideas in America,Ibram X. Kendi,2016,4.53,592
Rise of the Warrior Cop: The Militarization of America's Police Forces,Radley Balko,2013,4.31,400
An Autobiography,Angela Y. Davis,2013,4.44,416
Through My Eyes,Ruby Bridges,1999,4.47,64
Revolution in Our Time: The Black Panther Party's Promise to the People,Kekla Magoon,2021,4.44,400
"Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor",Layla F. Saad,2020,4.33,238
The Water Dancer,Ta-Nehisi Coates,2019,4.06,416
We're Better Than This,Elijah Cummings,2020,4.27,320
Invisible: The Forgotten Story of the Black Woman Lawyer Who Took Down America's Most Powerful Mobster,Stephen L. Carter,2017,3.69,384
The Sword and the Shield: The Revolutionary Lives of Malcolm X and Martin Luther King Jr.,Peniel E. Joseph,2020,4.23,384
"Sure, I'll Be Your Black Friend: Notes from the Other Side of the Fist Bump – A Hilarious Memoir-in-Essays on Race and Identity",Ben Philippe,2021,3.8,320
The Sum of Us: What Racism Costs Everyone and How We Can Prosper Together,Heather  McGhee,2021,4.62,415
Mediocre: The Dangerous Legacy of White Male America,Ijeoma Oluo,2020,4.4,278
A Black Women's History of the United States (ReVisioning History),Daina Ramey Berry,2020,4.29,273
We Were Eight Years in Power: An American Tragedy,Ta-Nehisi Coates,2017,4.38,367
"An Indigenous Peoples' History of the United States (ReVisioning American History, #3)",Roxanne Dunbar-Ortiz,2014,4.37,320
"Noughts & Crosses (Noughts & Crosses, #1)",Malorie Blackman,2006,4.17,479
"Feeding the Soul (Because It's My Business): Finding Our Way to Joy, Love, and Freedom (A Feeding the Soul Book)",Tabitha  Brown,2021,4.42,288
Big Friendship: How We Keep Each Other Close,Aminatou Sow,2020,3.74,256
I Don't Want to Die Poor: Essays,Michael Arceneaux,2020,3.71,240
Real Life,Brandon  Taylor,2020,3.78,329
Somebody's Daughter,Ashley C. Ford,2021,4.02,224
My Remarkable Journey,Katherine G. Johnson,2021,4.32,352
The Immortal Life of Henrietta Lacks,Rebecca Skloot,2010,4.13,370
I Can't Breathe: A Killing on Bay Street,Matt Taibbi,2017,4.37,304
Professional Troublemaker: The Fear-Fighter Manual,Luvvie Ajayi Jones,2021,4.08,304
The Color of Law: A Forgotten History of How Our Government Segregated America,Richard Rothstein,2017,4.44,368
Vibrate Higher: A Rap Story,Talib Kweli,2021,4.05,336
The Whiteness of Wealth: How the Tax System Impoverishes Black Americans—And How We Can Fix It,Dorothy A. Brown,2021,4.25,288
Conditional Citizens: On Belonging in America,Laila Lalami,2020,4.27,208
She Came to Slay: The Life and Times of Harriet Tubman,Erica Armstrong Dunbar,2019,4.17,176
"The Awkward Thoughts of W. Kamau Bell: Tales of a 6' 4"", African American, Heterosexual, Cisgender, Left-Leaning, Asthmatic, Black and Proud Blerd, Mama's Boy, Dad, and Stand-Up Comedian",W. Kamau Bell,2017,4,340
The End of Policing,Alex S. Vitale,2017,4.18,272
Lead from the Outside: How to Build Your Future and Make Real Change,Stacey Abrams,2019,4.24,226
"The Queen of Katwe: A Story of Life, Chess, and One Extraordinary Girl's Dream of Becoming a Grandmaster",Tim Crothers,2012,3.77,224
White Trash: The 400-Year Untold History of Class in America,Nancy Isenberg,2016,3.77,460
Their Eyes Were Watching God,Zora Neale Hurston,2006,3.99,238
So You Want to Talk About Race,Ijeoma Oluo,2018,4.48,248
Hood Feminism: Notes from the Women That a Movement Forgot,Mikki Kendall,2020,4.35,267
The Bluest Eye,Toni Morrison,2005,4.13,216
Across That Bridge: A Vision for Change and the Future of America,John             Lewis,2012,4.35,180
Caste: The Origins of Our Discontents,Isabel Wilkerson,2020,4.52,544
Beyond Charlottesville: Taking a Stand Against White Nationalism,Terry McAuliffe,2019,3.36,192
Black Klansman: A Memoir,Ron Stallworth,2018,3.62,191
"What Truth Sounds Like: Robert F. Kennedy, James Baldwin, and Our Unfinished Conversation About Race in America",Michael Eric Dyson,2018,4.11,306
White Fragility: Why It's So Hard for White People to Talk About Racism,Robin DiAngelo,2018,4.16,
"Fatal Invention: How Science, Politics, and Big Business Re-create Race in the Twenty-First Century",Dorothy Roberts,2011,4.25,400
I'm Still Here: Black Dignity in a World Made for Whiteness,Austin Channing Brown,2018,4.37,4
"The Condemnation of Blackness: Race, Crime, and the Making of Modern Urban America",Khalil Gibran Muhammad,2017,4.19,13
How to Be an Antiracist,Ibram X. Kendi,2019,4.36,305
Long Walk to Freedom,Nelson Mandela,1995,4.36,656
Malcolm X: A Life of Reinvention,Manning Marable,2011,4.19,608
Heavy,Kiese Laymon,2018,4.47,241
The Measure of a Man: A Spiritual Autobiography,Sidney Poitier,2007,3.76,243
The Fire Next Time (Vintage International),James Baldwin,1992,4.55,106
The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,2020,4.52,17
Narrative of the Life of Frederick Douglass,Frederick Douglass,2004,4.13,158
Rest Is Resistance: A Manifesto,Tricia Hersey,2022,4.04,211
Between the World and Me,Ta-Nehisi Coates,2015,4.4,152
Ulysses,James Joyce,1990,3.76,783
We Never Die: Secrets of the Afterlife,Matt Fraser,2022,4.24,240
"Win Every Argument: The Art of Debating, Persuading, and Public Speaking",Mehdi Hasan,2023,4.06,336
Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,2015,3.96,276
The Richest Man in Babylon,George S. Clason,2013,4.23,162
America's Deadliest Election: The Cautionary Tale of the Most Violent Election in American History,Dana Bash,2024,3.75,336
Einstein's Fridge: How the Difference Between Hot and Cold Explains the Universe,Paul Sen,2021,4.26,320
The Greatest Possible Good,Ben Brooks,2025,3.53,336
Breakneck: China's Quest to Engineer the Future,Dan  Wang,2025,4.14,288
Lies I Taught in Medical School: How Conventional Medicine Is Making You Sicker and What You Can Do to Save Your Own Life,Robert Lufkin,2024,3.93,352
The Uncool,Cameron Crowe,2025,4.4,322
Injustice: How Politics and Fear Vanquished America's Justice Department,Carol Leonnig,2025,4.51,492
The Tyranny of Merit: What's Become of the Common Good?,Michael J. Sandel,2020,4.19,272
"The Philosopher in the Valley: Alex Karp, Palantir and the Rise of the Surveillance State",Michael Steinberger,2025,3.7,304
The Bible Told Them So: How Southern Evangelicals Fought to Preserve White Supremacy,J. Russell Hawkins,2021,4.23,210
The Tragedy of Heterosexuality,Jane Ward,2020,4.12,216
The Next Civil War: Dispatches from the American Future,Stephen Marche,2022,3.67,238
Shadow Cell: An Insider Account of America's New Spy War,Andrew Bustamante,2025,3.85,272
Add a Zero: A Step-by-Step Guide to Financial Freedom and Getting to Your First Million,Rose Han,2025,4.19,264
Notes on Being a Man,Scott Galloway,2025,3.83,304
I Regret Almost Everything,Keith McNally,2025,3.88,320
Apple in China: The Capture of the World's Greatest Company,Patrick  McGee,2025,4.49,448
On Corruption in America: And What Is at Stake,Sarah Chayes,2020,4.13,390
Empire of AI: Dreams and Nightmares in Sam Altman's OpenAI,Karen Hao,2025,4.04,496
"The Wide Wide Sea: Imperial Ambition, First Contact and the Fateful Final Voyage of Captain James Cook",Hampton Sides,2024,4.46,408
"Gangsters of Capitalism: Smedley Butler, the Marines, and the Making and Breaking of America's Empire",Jonathan M. Katz,2022,4.24,432
The Sisterhood: The Secret History of Women at the CIA,Liza Mundy,2023,4.19,400
Prequel: An American Fight Against Fascism,Rachel Maddow,2023,4.41,416
Ask Not: The Kennedys and the Women They Destroyed,Maureen Callahan,2024,4.09,400
"If Anyone Builds It, Everyone Dies: Why Superhuman AI Would Kill Us All",Eliezer Yudkowsky,2025,3.97,272
The Art of Spending Money: Simple Choices for a Richer Life,Morgan Housel,2025,4.15,256
Can It Happen Here?: Authoritarianism in America,Cass R. Sunstein,2018,3.66,496
What Were We Thinking: A Brief Intellectual History of the Trump Era,Carlos Lozada,2020,3.99,8
The Power of Moments: Why Certain Experiences Have Extraordinary Impact,Chip Heath,2017,4.11,320
In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,2001,4.17,302
The Book of Alchemy: A Creative Practice for an Inspired Life,Suleika Jaouad,2025,4.27,305
The 5 Types of Wealth: A Transformative Guide to Design Your Dream Life,Sahil Bloom,2025,4.15,400
107 Days,Kamala Harris,2025,4.29,304
"Red Team Blues (Martin Hench, #1)",Cory Doctorow,2023,3.86,213
Nobody's Girl: A Memoir of Surviving Abuse and Fighting for Justice,Virginia Roberts Giuffre,2025,4.55,367
Alive Day: A Memoir,Karie Fugett,2025,4.35,336
"When You Come at the King: Inside DOJ's Pursuit of the President, From Nixon to Trump – A Legal History of Special Counsel Cases and Accountability",Elie Honig,2025,4.2,336
"Separation of Church and Hate: A Sane Person's Guide to Taking Back the Bible from Fundamentalists, Fascists, and Flock-Fleecing Frauds",John Fugelsang,2025,4.45,288
"But What Will People Say?: Navigating Mental Health, Identity, Love, and Family Between Cultures",Sahaj Kaur Kohli,2024,4.45,432
After Steve: How Apple Became a Trillion-Dollar Company and Lost Its Soul,Tripp Mickle,2022,4.09,512
The Dry Season: A Memoir of Pleasure in a Year Without Sex,Melissa Febos,2025,3.96,276
Saving Five: A Memoir of Hope,Amanda Nguyen,2025,4.25,224
You Will Own Nothing,Carol Roth,2023,3.62,347
Worthy,Jada Pinkett Smith,2023,3.65,416
The Wires of War: Technology and the Global Struggle for Power,Jacob Helberg,2021,3.74,384
"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,2000,3.5,406
Who Is Government? The Untold Story of Public Service,Michael   Lewis,2025,4.18,272
Where Are Your Boys Tonight?: The Oral History of Emo’s Mainstream Explosion 1999-2008,Chris Payne,2023,4.38,496
"When the Clock Broke: Con Men, Conspiracists, and How America Cracked Up in the Early 1990s",John Ganz,2024,4.07,420
What's Our Problem?: A Self-Help Book for Societies,Tim Urban,2023,4.24,746
What Would the Great Economists Do?: How Twelve Brilliant Minds Would Solve Today's Biggest Problems,Linda Yueh,2018,3.66,368
What If We Get It Right?: Visions of Climate Futures,Ayana Elizabeth Johnson,2024,4.41,469
Wasteland: The Secret World of Waste and the Urgent Search for a Cleaner Future,Oliver Franklin-Wallis,2023,4.45,392
"Untrue: Why Nearly Everything We Believe About Women, Lust, and Infidelity Is Wrong and How the New Science Can Set Us Free",Wednesday Martin,2018,3.86,320
Unrequited Infatuations: A Memoir,Stevie Van Zandt,2021,4.03,
Uncultured: A Memoir,Daniella Mestyanek Young,2022,4.14,339
Traitor to His Class: The Privileged Life and Radical Presidency of Franklin Delano Roosevelt,H.W. Brands,2008,4.02,896
"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,2022,4.11,399
"Tiny Traumas: When You Don't Know What's Wrong, But Nothing Feels Quite Right",Meg Arroll,2023,3.63,310
The Wright Brothers,David McCullough,2015,4.18,320
The Way We Never Were: American Families and the Nostalgia Trap,Stephanie Coontz,1993,3.98,432
The Underworld: Journeys to the Depths of the Ocean,Susan Casey,2023,4.22,352
"The Telomere Effect: A Revolutionary Approach to Living Younger, Healthier, Longer",Elizabeth Blackburn,2017,3.77,348
The Squad: AOC and the Hope of a Political Revolution,Ryan Grim,2023,3.99,336
The Song of the Cell: An Exploration of Medicine and the New Human,Siddhartha Mukherjee,2022,4.29,473
The Secret History of Home Economics: How Trailblazing Women Harnessed the Power of Home and Changed the Way We Live,Danielle Dreilinger,2021,3.87,368
The Satanic Verses,Salman Rushdie,1997,3.71,561
The Rulebreaker: The Life and Times of Barbara Walters,Susan  Page,2024,3.85,464
The Office: The Untold Story of the Greatest Sitcom of the 2000s: An Oral History,Andy Greene,2020,4.14,464
The Nine: The True Story of a Band of Women Who Survived the Worst of Nazi Germany,Gwen Strauss,2021,4.25,336
The Nine: Inside the Secret World of the Supreme Court,Jeffrey Toobin,2007,4.09,384
The Neverending Story,Michael Ende,1997,4.18,396
The Making of the Atomic Bomb,Richard Rhodes,1995,4.4,886
The Lonely City: Adventures in the Art of Being Alone,Olivia Laing,2016,3.92,336
"The Kingdom, the Power, and the Glory: American Evangelicals in an Age of Extremism",Tim Alberta,2023,4.4,506
The Grieving Body: How the Stress of Loss Can Be an Opportunity for Healing,Mary-Frances O'Connor,2025,3.96,304
The Glass Bead Game,Hermann Hesse,1998,4.1,558
The Free World: Art and Thought in the Cold War,Louis Menand,2021,4.23,880
The Founders: The Story of Paypal and the Entrepreneurs Who Shaped Silicon Valley,Jimmy Soni,2022,4.23,496
The Ethnic Cleansing of Palestine,Ilan Pappé,2006,4.55,320
The Emperor of Gladness,Ocean Vuong,2025,3.89,402
The Design of Everyday Things,Don Norman,2021,4.15,75
The Day the World Stops Shopping: How Ending Consumerism Saves the Environment and Ourselves,J.B. MacKinnon,2021,4.14,336
"The Coming Wave: Technology, Power, and the Twenty-first Century's Greatest Dilemma",Mustafa Suleyman,2023,3.8,332
The Blue Machine: How the Ocean Works,Helen Czerski,2023,4.22,446
The Big Freeze: A Reporter's Personal Journey into the World of Egg Freezing and the Quest to Control Our Fertility,Natalie Lampert,2024,4.22,432
The Best of Me,David Sedaris,2020,4.2,387
"The Best Minds: A Story of Friendship, Madness, and the Tragedy of Good Intentions",Jonathan Rosen,2023,4.03,576
"The Atlas Maneuver (Cotton Malone, #18)",Steve Berry,2024,4.24,401
The Alice Network,Kate Quinn,2017,4.32,503
Ten Trips: The New Reality of Psychedelics,Andy Mitchell,2023,3.25,338
Superbloom: How Technologies of Connection Tear Us Apart,Nicholas Carr,2025,4.03,272
Superagency: What Could Possibly Go Right with Our AI Future,Reid Hoffman,2025,3.34,286
"Suicide of the West: How the Rebirth of Tribalism, Populism, Nationalism, and Identity Politics is Destroying American Democracy",Jonah Goldberg,2018,4.05,0
Stuck: How the Privileged and the Propertied Broke the Engine of American Opportunity,Yoni Appelbaum,2025,4.08,320
Sonny Boy,Al Pacino,2024,4.01,384
"Something Lost, Something Gained: Reflections on Life, Love, and Liberty",Hillary Rodham Clinton,2024,4.18,324
Chasing Shadows (Sekret Machines #1),Tom DeLonge,2016,4.19,680
Rodham,Curtis Sittenfeld,2020,3.83,420
Rising Star: The Making of Barack Obama – The Definitive Biography of the Formative Years and Forces Behind the 44th President,David J. Garrow,2017,3.64,2661
"The Rise and Reign of the Mammals: A New History, from the Shadow of the Dinosaurs to Us",Steve Brusatte,2022,4.37,528
Psychedelic Revival: Toward a New Paradigm of Healing,Sean P Lawlor,2024,4.53,432
Polywise: A Deeper Dive into Navigating Open Relationships,Jessica Fern,2023,4.29,318
Platonic: How the Science of Attachment Can Help You Make—and Keep—Friends,Marisa G. Franco,2022,4.04,336
Pests: How Humans Create Animal Villains,Bethany Brookshire,2022,4.03,348
The Perfectionist's Guide to Losing Control: A Path to Peace and Power,Katherine Morgan Schafler,2023,4.13,325
"Pegasus: How a Spy in Your Pocket Threatens the End of Privacy, Dignity, and Democracy",Laurent  Richard,2023,3.89,336
Paved Paradise: How Parking Explains the World,Henry Grabar,2023,4.19,368
Partisans: The Conservative Revolutionaries Who Remade American Politics in the 1990s,Nicole Hemmer,2022,4.17,368
Nexus: A Brief History of Information Networks from the Stone Age to AI,Yuval Noah Harari,2024,4.16,528
"New Cold Wars: China's Rise, Russia's Invasion, and America's Struggle to Defend the West",David E. Sanger,2024,4.3,528
My Promised Land: The Triumph and Tragedy of Israel,Ari Shavit,2013,4.21,464
Moral Ambition: Stop Wasting Your Talent and Start Making a Difference,Rutger Bregman,2025,3.76,304
"Momfluenced: Inside the Maddening, Picture-Perfect World of Mommy Influencer Culture",Sara  Petersen,2023,3.32,320
Meet Me in Another Life,Catriona Silvey,2021,3.72,320
Mastery,Robert Greene,2012,4.26,318
Manhunt: The 12-Day Chase for Lincoln's Killer,James L. Swanson,2007,4.17,444
Major Labels: A History of Popular Music in Seven Genres,Kelefa Sanneh,2021,4.15,496
Lorne: The Man Who Invented Saturday Night Live,Susan    Morrison,2025,4.2,656
"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,2020,4.07,343
Liar's Poker,Michael   Lewis,2010,4.15,310
Leslie F*cking Jones,Leslie     Jones,2023,4.09,288
Kafka on the Shore,Haruki Murakami,2025,4.12,467
It's OK to Be Angry About Capitalism,Bernie Sanders,2023,4.1,320
Invisible Rulers: The People Who Turn Lies into Reality,Renee DiResta,2024,4.05,425
The Invisible Life of Addie LaRue,V.E. Schwab,2020,4.16,448
In On the Joke: The Original Queens of Standup Comedy,Shawn Levy,2022,3.89,400
I Heard There Was a Secret Chord: Music as Medicine,Daniel J. Levitin,2024,3.83,416
I Don't Want to Talk About It: Overcoming the Secret Legacy of Male Depression,Terrence Real,1998,4.3,384
"Hyperspace: A Scientific Odyssey Through Parallel Universes, Time Warps, and the Tenth Dimension",Michio Kaku,1995,4.15,359
How to Tell a Story: The Essential Guide to Memorable Storytelling from The Moth,Meg Bowles,2022,3.86,336
How to Say Babylon,Safiya Sinclair,2023,4.43,352
How Not to Kill Yourself: A Portrait of the Suicidal Mind,Clancy Martin,2023,3.73,431
How Infrastructure Works: Inside the Systems That Shape Our World,Deb Chachra,2023,3.64,320
Franchise: The Golden Arches in Black America,Marcia Chatelain,2020,3.83,336
Finding Your Own North Star: Claiming the Life You Were Meant to Live,Martha N. Beck,2002,4.02,380
Fantastic Numbers and Where to Find Them: A Cosmic Quest from Zero to Infinity,Antonio  Padilla,2022,3.73,352
Filterworld: How Algorithms Flattened Culture,Kyle Chayka,2024,3.63,290
Fahrenheit-182: A Memoir,Mark Hoppus,2025,4.49,400
Extremely Loud & Incredibly Close,Jonathan Safran Foer,2006,3.97,326
"Everyone Who Is Gone Is Here: The United States, Central America, and the Making of a Crisis",Jonathan Blitzer,2024,4.47,544
"Every Good Boy Does Fine: A Love Story, in Music Lessons",Jeremy Denk,2022,4.03,368
Entrances and Exits,Michael    Richards,2024,4.02,425
Enough,Cassidy Hutchinson,2023,4.29,384
Elon Musk,Walter Isaacson,2023,4.32,688
"Easy Money: Cryptocurrency, Casino Capitalism, and the Golden Age of Fraud",Ben McKenzie,2023,3.95,304
Dracula: The Most Famous Horror Story Ever Told,Unknown Author,,0,
Doppelganger: A Trip into the Mirror World,Naomi Klein,2023,4.19,416
Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness,Steve Magness,2022,3.81,320
Determined: A Science of Life without Free Will,Robert M. Sapolsky,2023,4.23,528
Crossings: How Road Ecology Is Shaping the Future of Our Planet,Ben  Goldfarb,2023,4.42,384
Connie: A Memoir,Connie Chung,2024,4.1,336
The Comedians in Cars Getting Coffee Book,Jerry Seinfeld,2022,3.76,352
Come Together: The Science (and Art!) of Creating Lasting Sexual Connections,Emily Nagoski,2024,4.13,368
"Collision of Power: Trump, Bezos, and THE WASHINGTON POST",Martin Baron,2023,4.16,549
Cobalt Red: How the Blood of the Congo Powers Our Lives,Siddharth Kara,2023,4.36,288
Charlie Wilson's War: The Extraordinary Story of How the Wildest Man in Congress and a Rogue CIA Agent Changed the History of our Times,George Crile,2004,4.01,560
"Careless People: A Cautionary Tale of Power, Greed, and Lost Idealism",Sarah Wynn-Williams,2025,4.14,382
By the Light of Burning Dreams: The Triumphs and Tragedies of the Second American Revolution,David Talbot,2021,4.2,400
"Buy What You Love Without Going Broke: Transform Your Spending and Get More of What Money Can’t Buy―An Empowering Personal Finance Guide with a ... Plan, Take Control of Your Finances Today!",Jennifer Louise Smith,2025,3.91,208
Beyond The Story: 10-Year Record of BTS,Myeongseok Kang,2023,4.62,544
"Breaking And Entering: The Extraordinary Story of a Hacker Called ""Alien"" – A Woman's Thrilling Career Journey from MIT Through Spycraft and Cybersecurity",Jeremy N. Smith,2019,3.78,304
"Brain Body Diet: 40 Days to a Lean, Calm, Energized, and Happy Self",Sara Gottfried,2019,3.59,384
Between Two Kingdoms: A Memoir of a Life Interrupted,Suleika Jaouad,2021,4.42,352
Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,2015,4.15,464
Beastie Boys Book,Michael    Diamond,2018,4.53,572
"Antisocial: Online Extremists, Techno-Utopians, and the Hijacking of the American Conversation",Andrew Marantz,2019,4.2,400
Annie Bot,Sierra Greer,2024,3.83,240
An Unfinished Love Story: A Personal History of the 1960s,Doris Kearns Goodwin,2024,4.6,480
American War: A novel,Omar El Akkad,2017,3.81,0
American Carnage: On the Front Lines of the Republican Civil War and the Rise of President Trump,Tim Alberta,2019,4.18,688
"American Baby: A Mother, a Child, and the Shadow History of Adoption",Gabrielle Glaser,2021,4.34,352
All the Single Ladies,Rebecca Traister,2016,4,339
All the King's Men,Robert Penn Warren,1996,4.09,439
AI 2041: Ten Visions for Our Future,Kai-Fu Lee,2021,3.83,480
AgeProof: Living Longer Without Running Out of Money or Breaking a Hip,Jean Chatzky,2017,3.44,352
Abundance,Ezra Klein,2025,3.92,304
Abandon,Blake Crouch,2015,3.62,521
A Swim in a Pond in the Rain,George Saunders,2021,4.53,403
A Place of Greater Safety,Hilary Mantel,2006,4.01,749
A Great Disorder: National Myth and the Battle for America,Richard Slotkin,2024,4.13,528
"A City on Mars: Can We Settle Space, Should We Settle Space, and Have We Really Thought This Through?",Kelly Weinersmith,2023,4,448
"A Brief History of Intelligence: Evolution, AI, and the Five Breakthroughs That Made Our Brains",Max Solomon Bennett,2023,4.46,432
10x Is Easier Than 2x: How World-Class Entrepreneurs Achieve More by Doing Less,Dan  Sullivan,2023,4.21,288
Drug Use for Grown-Ups: Chasing Liberty in the Land of Fear,Carl L. Hart,2021,4.02,304
The Fourth Turning Is Here: What the Seasons of History Tell Us about How and When This Crisis Will End,Neil Howe,2023,3.93,
"Right Thing, Right Now: Justice in an Unjust World",Ryan Holiday,2024,4.13,365
The Acid Queen: The Psychedelic Life and Counterculture Rebellion of Rosemary Woodruff Leary,Susannah Cahalan,2025,3.93,384
"Frostbite: How Refrigeration Changed Our Food, Our Planet, and Ourselves",Nicola Twilley,2024,4.2,400
What's Next,Melissa Fitzgerald,2024,4.37,608
"Sellout: The Major-Label Feeding Frenzy That Swept Punk, Emo, and Hardcore (1994–2007)",Dan Ozzi,2021,4.36,400
The Millionaire Fastlane: Crack the Code to Wealth and Live Rich for a Lifetime!,M.J. DeMarco,2011,4.3,322
Chip War: The Fight for the World's Most Critical Technology,Chris   Miller,2022,4.4,431
"How Innovation Works: Serendipity, Energy and the Saving of Time",Matt Ridley,2020,4.11,416
The Gift of Fear: Survival Signals That Protect Us from Violence,Gavin de Becker,2000,4.18,352
Letting Go: The Pathway To Surrender,David R. Hawkins,2012,4.08,368
Unscripted: The Epic Battle for a Media Empire and the Redstone Family Legacy,James B. Stewart,2023,3.75,416
21 Lessons for the 21st Century,Yuval Noah Harari,2018,4.15,372
Source Code: My Beginnings,Bill  Gates,2025,4.16,336
Humankind: A Hopeful History,Rutger Bregman,2020,4.32,462
The Elephant in the Universe: Our Hundred-Year Search for Dark Matter,Govert Schilling,2022,4.07,376
Some People Need Killing: A Memoir of Murder in My Country,Patricia Evangelista,2023,4.2,428
A Mother's Reckoning: Living in the Aftermath of Tragedy,Sue Klebold,2016,4.14,336
Nuclear War: A Scenario,Annie Jacobsen,2024,4.37,373
Whole Brain Living: The Anatomy of Choice and the Four Characters That Drive Our Life,Jill Bolte Taylor,2021,4.13,304
"Neurodharma: New Science, Ancient Wisdom, and Seven Practices of the Highest Happiness",Rick     Hanson,2020,3.88,352
Money for Couples: No More Stress. No More Fights. Just a 10-Step Plan to Create Your Rich Life Together.,Ramit Sethi,2024,4.28,320
The Apple II Age: How the Computer Became Personal,Laine Nooney,2023,3.9,352
A Beginner's Guide to the End: Practical Advice for Living Life and Facing Death,B.J. Miller,2019,4.3,576
The Identity Trap: A Story of Ideas and Power in Our Time,Yascha Mounk,2023,4.05,422
"The Longest Con: How Grifters, Swindlers, and Frauds Hijacked American Conservatism",Joe Conason,2024,4.12,320
The Longevity Imperative: How to Build a Healthier and More Productive Society to Support Our Longer Lives,Andrew J. Scott,2024,3.78,364
Range: Why Generalists Triumph in a Specialized World,David   Epstein,2019,4.13,339
The Art of Power: My Story as America's First Woman Speaker of the House,Nancy Pelosi,2024,3.95,352
Quantum Supremacy,Michio Kaku,2023,3.78,352
Martyr!,Kaveh Akbar,2024,4.15,331
"The Hundred Years’ War on Palestine: A History of Settler-Colonial Conquest and Resistance, 1917–2017",Rashid Khalidi,2020,4.49,319
Attack from Within: How Disinformation Is Sabotaging America,Barbara McQuade,2024,4.13,384
The Great Displacement: Climate Change and the Next American Migration,Jake Bittle,2023,4.28,368
The Singularity Is Nearer: When We Merge with AI,Ray Kurzweil,2024,3.89,432
The Ministry of Time,Kaliane Bradley,2024,3.57,339
"Invested: How Warren Buffett and Charlie Munger Taught Me to Master My Mind, My Emotions, and My Money (with a Little Help from My Dad)",Danielle Town,2018,4.02,336
The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,Jonathan Haidt,2006,4.09,297
Einstein's Unfinished Revolution: The Search for What Lies Beyond the Quantum,Lee Smolin,2019,3.91,352
Broken Code: Inside Facebook and the Fight to Expose Its Harmful Secrets,Jeff Horwitz,2023,3.88,528
How to Stand Up to a Dictator,Maria Ressa,2023,4.36,288
The Heat Will Kill You First: Life and Death on a Scorched Planet,Jeff Goodell,2023,4.3,400
The Situation Room: The Inside Story of Presidents in Crisis,George  Stephanopoulos,2024,4.33,368
When McKinsey Comes to Town,Walt Bogdanich,2022,3.8,368
"Winning Now, Winning Later: How Companies Can Succeed in the Short Term While Investing for the Long Term",David M. Cote,2020,4.02,288
At the Hour Between Dog and Wolf,Tara Ison,2023,3.74,296
Never Let Me Go,Kazuo Ishiguro,2010,3.85,288
In This Economy?: How Money & Markets Really Work,Kyla Scanlon,2024,3.85,279
"Prisoner: My 544 Days in an Iranian Prison―Solitary Confinement, a Sham Trial, High-Stakes Diplomacy, and the Extraordinary Efforts It Took to Get Me Out",Jason Rezaian,2019,3.88,320
Quietly Hostile: Essays,Samantha Irby,2023,3.67,290
Controlling Women: What We Must Do Now to Save Reproductive Freedom,Kathryn Kolbert,2021,4.35,304
Not the End of the World: How We Can Be the First Generation to Build a Sustainable Planet,Hannah Ritchie,2024,4.23,352
Africa Is Not a Country: Notes on a Bright Continent,Dipo Faloyin,2022,4.38,385
The Art of Her Deal: The Untold Story of Melania Trump,Mary C. Jordan,2020,3.1,329
"Tomorrow Will Be Different: Love, Loss, and the Fight for Trans Equality",Sarah McBride,2018,4.45,272
"Say It Well: Find Your Voice, Speak Your Mind, Inspire Any Audience",Terry Szuplat,2024,4.2,352
Brotopia: Breaking Up the Boys' Club of Silicon Valley,Emily  Chang,2018,4,335
The Zen of Therapy: Uncovering a Hidden Kindness in Life,Mark Epstein,2022,3.94,320
The Sirens' Call: How Attention Became the World's Most Endangered Resource,Christopher L. Hayes,2025,3.95,336
"Original Sin: President Biden's Decline, Its Cover-Up, and His Disastrous Choice to Run Again",Jake Tapper,2025,3.72,352
